content,score,label,word_count,clean_text
saya pengen sekali cepat berlangganan aplikasi ruang guru tapi waktu saya selesai menupdate aplikasi versi baru kok malah tidak bisa di buka aplikasinya..saya jadi bingung.,2,Negatif,25,ken cepat langgan ruang guru selesai menupdate versi buka aplikasinyasaya bingung
Cuma bisa belajar matematika aja nihh???,1,Negatif,6,ajar matematika nihh
Bagus banget aplikasi nya apalagi pas dari👍,5,Positif,7,bagus banget pas
ketika membuka ruang baca sering keluar sendiri ke menu utama. mohon diperbaiki dan beri solusinya,2,Negatif,15,buka ruang baca menu utama mohon baik solusi
Maaf saya cuman ngasih satu,1,Negatif,5,maaf cuman ngasih
Kenapa tetep gak bisa buk ruang gurunya kak padahal udah diupdate kak tetap aja gak bisa,2,Negatif,16,tetep gak buk ruang guru kak udah diupdate kak gak
Pernah belajar cm sampe smp,2,Negatif,5,ajar cm sampe smp
Iklan kalian di tv sangat mengganggu sekali...!!!!,1,Negatif,7,iklan tv ganggu
Naon Boa MAKE DUiiitt???,2,Negatif,4,naon boa make duiiitt
Ruangguru bagus banget aku suka belajar di Ruangguru,5,Positif,8,bagus banget suka ajar
Aplikasi sangat membantu terimakasih.,5,Positif,4,bantu terimakasih
Wah ruangguru ini banyak manfaatnya dan aku sukaaaaaaaaaaa banget sama aplikasi ini terima kasih ruang guru,5,Positif,16,manfaat sukaaaaaaaaaaa banget terima kasih ruang guru
"apa nggak mau belajar sendiri, nggantungin ke aplikasi , bodoh semua",1,Negatif,11,nggak ajar nggantungin bodoh
"Kak,,bisakah ruang guru tidak hadir di seluruh tv Nasional, Maaf",1,Negatif,10,kakbisakah ruang guru hadir tv nasional maaf
Bgus skali untk mnbh pengetahuan kita,5,Positif,6,bgus skali untk mnbh tahu
"Sudah mahal pelajarannya pun rumit jelek banget aku menyesal sudah download ini dan sudah berlangganan,semenjak aku berlangganan aku sering dimarahin mama ku kata mamaku""belajar sana di Ruang Guru""dasar buang buang uang",1,Negatif,31,mahal ajar rumit jelek banget sesal download berlangganansemenjak langgan dimarahin mama ku mamakubelajar ruang gurudasar buang buang uang
"Terima kasih atas aplikasi nya:) walau pun video nya ada yang terkunci:( Ngomong-ngomong nama ku ilfa najmiati biasa dipanggil ilfa atau fa:V dan ini aku pake hape ibu ku;) bentar ini videonya terkunci kan:( soal nya aku lupa karena aku pernah coba di hape evercose ku. Tapi rusak:( jadi aku pake hape ibu ku:) ""jangan di balas dulu:(""",5,Positif,58,terima kasih video kunci ngomongngomong nama ku ilfa najmiati panggil ilfa fav pake hape ku bentar video kunci lupa coba hape evercose ku rusak pake hape ku balas
Ruang guru ngebajak tv serakah😠😠😠,1,Negatif,5,ruang guru ngebajak tv serakah
"TOLONG DI PERBAIKI APKNYA, PADAHAL SINYAL SAYA BAGUS TAPI KENAPA SELALU LOADING TERUS!",1,Negatif,13,tolong baik apknya sinyal bagus loading
karna aku menjadi jura 1,5,Positif,5,karna jura
"Lumayan bagus, tapi kok nggak ada mapel PKN. Kok soalnya ada yang jawabannya salah,",4,Positif,14,lumayan bagus nggak mapel pkn jawab salah
vidio tak bisa di putar walau dah registasi,2,Negatif,8,vidio putar dah registasi
semoga saja saya dapat nilai diatas 80 amin,5,Positif,8,moga nilai atas amin
"Tadinya nilai ipa,indonesia,matematika 60 ,55, 40 tapi sekarang nilaiku menjadi 100,90,95",5,Positif,11,nilai ipaindonesiamatematika nilai
"Tolong akun saya knp tdk bisa kembali padahal akun saya sdh berlangganan selama 1,5 tahun",2,Negatif,15,tolong akun knp tdk akun sdh langgan
"Aplikasih apa udah download kok gak bisa d buka, d tungguin berjam"" gk kebuka juga",1,Negatif,15,aplikasih udah download gak d buka d tungguin jam gk buka
Makasih buat ruang guru sekarang saya bisa lebih fokus dengan belajar,1,Negatif,11,makasih ruang guru fokus ajar
ko gak bisa buat kelas 11 farmasi,1,Negatif,7,ko gak kelas farmasi
Aplikasi sangat membantu belajar,5,Positif,4,bantu ajar
"bagusss bgtttt, gara gara ini jd nya nilai ku meningkat yg dulunya ga suka belajar skrg suka bgtttt buat tipe yg kya aku yg susah memahami psti ngebantu bgttt🤍🤍🤍",5,Positif,29,bagusss bgtttt gara gara jd nilai ku tingkat dulunya ga suka ajar skrg suka bgtttt tipe kya susah paham psti ngebantu bgttt
tetap sehat tetap belajar ruang guru itu membantu kita cepat pintar👍👍,5,Positif,11,sehat ajar ruang guru bantu cepat pintar
Masa mau dapet ilmu.. harus dapetin koin... Mana itu bayar pula,1,Negatif,11,dapet ilmu dapetin koin bayar
Saya pakai kuota gratis 30gb akses ruang guru dengan MyTelkomsel kok ga bisa?,1,Negatif,13,pakai kuota gratis gb akses ruang guru mytelkomsel ga
"Aplikasi ini sangat bagus, untuk mengasah kemampuan. Terima kasih ruangguru.",5,Positif,10,bagus asah mampu terima kasih
Ruang guru the best 😊 materinya mudsh dipahami. caranya menjelaskan bagus banget buat dipahami anak anak dan aku ingin mengucapakan sebesar besarnya kepada ruang guru terima kasih sudah mengajar anak anak dengan baik,5,Positif,33,ruang guru the best materi mudsh paham bagus banget paham anak anak mengucapakan besar ruang guru terima kasih ajar anak anak
Semoga saya lulus masuk kedinasan,5,Positif,5,moga lulus masuk dinas
"Ke sekolah an smp/sma promosiin ruang guru abis itu disuruh ngisi data pribadi+nomer wa,semenjak itu wa gw di chat ama nomer engga di kenal gara² ngasih wa ke ruang guru,JANGAN PERNAH GAMPANG NGASIH NOMER WA KITA KE ORANG LAIN!!",1,Negatif,39,sekolah an smpsma promosiin ruang guru abis suruh ngisi data pribadinomer wasemenjak wa gw chat ama nomer engga kenal gara ngasih wa ruang gurujangan gampang ngasih nomer wa orang
"Sbenernya sih bagus cuman ini apk khusus yg mampu aja , kalo bisa dibikin lbh terjangkau lagi biar semua kalangan bisa ikut paket nya disiarin terus di televisi semua anak2 liat kasian org tua yg ga mampu .. Fixs ini app cman buat org kaya aja ..",2,Negatif,47,sbenernya bagus cuman apk khusus kalo bikin lbh jangkau biar kalang paket disiarin televisi anak liat kasi org tua ga fixs app cman org kaya
terima kasih ruang guru😚😍,5,Positif,4,terima kasih ruang guru
"Masih baru berlangganan semoga ke depannya nilai ipa saya naik karena nilai ipa saya jelek hehhe 😣 Bintang 4 dulu yah , klo ad perubahan nilai yg naik saya kasih bintang 5 deh 😉",4,Positif,34,langgan moga depan nilai ipa nilai ipa jelek hehhe bintang yah klo ad ubah nilai kasih bintang deh
Bagus Karena semua nilaiku bertambah Terimakasih ruang guru,5,Positif,8,bagus nilai tambah terimakasih ruang guru
"Woi ruang guru,kalo mau tayang jangan serakah dong tadi malam gua mau nonton film ga jadi kan ,,terutama jangan di transtv napa",1,Negatif,22,woi ruang gurukalo tayang serakah malam gua nonton film ga transtv napa
bagusss tambah semangat untuk belajar,5,Positif,5,bagusss semangat ajar
mantap sekali ruang guru,5,Positif,4,mantap ruang guru
"Kendala dalam hal video kenapa video yang sudah d download dua hari hilang sejak di update ini,tlng bantuannya .",1,Negatif,19,kendala video video d download hilang update initlng bantu
"Aplikasinya bagus ... membantu siswa yg kesusaha memahami materi, tapi tolong kak kalau buka video selalu lelet. Padahal jaringan bagus bagus aja malah bisa buka game sama youtube . Kok pas bukak ruang guru malah lelet sih . Padahal sudah dihapus datanya sama cachenya :""( Tolong kak:""",2,Negatif,47,aplikasi bagus bantu siswa kesusaha paham materi tolong kak buka video lelet jaring bagus bagus buka game youtube pas bukak ruang guru lelet hapus data cachenya tolong kak
Di aplikasi ruangguru kenapa tidak ada mata pelajaran PJOK dan IPS dan harus dicari nama dan jelasnya... Jdi untuk kedepannya mohon untuk ditambah ya min pelajarannya yaitu IPS dan PJOK,2,Negatif,30,mata ajar pjok ips cari nama jdi depan mohon tambah min ajar ips pjok
Tolong dong respon WA ruang guru cepat biar bisa belajar di ruang guru,1,Negatif,13,tolong respon wa ruang guru cepat biar ajar ruang guru
Apk yg baik semoga gak rakus data.,5,Positif,7,apk moga gak rakus data
Halo Aku takjub ada apps kayak gini Tapi di ruang guru kakak ku udah ada update tan yang ada modo candra dan harry Tapi aku kok gak ada tolong diurus ya,5,Positif,31,halo takjub apps kayak gin ruang guru kakak ku udah update tan modo candra harry gak tolong urus
"ya,saya mau donglot ruang guru tapi apakah ada undang guru dan undang teman kalau ada saya sangat berterimakasih.",5,Positif,18,yasaya donglot ruang guru undang guru undang teman berterimakasih
ketika saya ada kendala trs ngelapor ke pihak RG fast respon. SUKSES TERUS YA 👌🏻,5,Positif,15,kendala trs ngelapor fast respon sukses
Kenapa boros sekali kalau makek kuota data saya jadi agak males kalau memakan kuota terlalu banyak...saat pandemi covid saya juga butuh kuota data untuk bisa mengerjakan tugas dari sekolahan,1,Negatif,29,boros makek kuota data males makan kuota banyaksaat pandemi covid butuh kuota data tugas sekolah
Ini bayar ya pakek pulsa apa transfer,2,Negatif,7,bayar pakek pulsa transfer
Ruang Kepala sekolah dmn?,1,Negatif,4,ruang kepala sekolah dmn
"Aplikasi ruang guru memang bagus materi dan vidionya juga jelas dan lengkap,saya sangat berterimakasih kepada ruang guru karena setelah saya melihat dan membaca rangkuman materi dan videonya saya jadi paham dan mengerti. Sekali lagi saya ucapkan terimakasih untuk ruang guru.sekian terimakasih.....🙏😊",5,Positif,41,ruang guru bagus materi vidionya lengkapsaya berterimakasih ruang guru baca rangkum materi video paham erti ucap terimakasih ruang gurusekian terimakasih
"Semoga bermanfaat , Amien",5,Positif,4,moga manfaat amien
"Saya kasih bintang lima krna ruangguru ini sangat bagus untuk mengasah otak saya,dan menginspirasi saya untuk menjadi lebih baik dalam belajar dan menambah wawasan menjadikan saya untuk lebih rajin belajar😊",5,Positif,30,kasih bintang krna bagus asah otak sayadan inspirasi ajar tambah wawas jadi rajin ajar
Gak ada pembelajaran tentang mesin mobil -_-,1,Negatif,7,gak ajar mesin mobil 
Terima kasih ruang guru atas materi materinya ya.,5,Positif,8,terima kasih ruang guru materi materi
Benar benar keren benar benar mirip dengan pelajaran dan saya mudah memahami dan bisa dapet pulsa yuk berlangganan di Ruangguru pasti kamu suka terimakasih Ruangguru,5,Positif,25,keren ajar mudah paham dapet pulsa yuk langgan suka terimakasih
Asyiknya belajar dari rumah bersama ruang guru,5,Positif,7,asyik ajar rumah ruang guru
Kenapa sudah beberapa lama berlangganan dan sekarang gabisa dibuka?:),1,Negatif,9,langgan gabisa buka
ruang guru ini sangatlah terbantu tadinya saya rengking 9 pas saya mencoba ruang guru saya menjadi rengking 1 terimakasih ya ruang guru saya jadi semangat deh belarnya 😆😆😆😍😍😍😘😘😘,5,Positif,28,ruang guru bantu rengking pas coba ruang guru rengking terimakasih ruang guru semangat deh belar
"Aplikasi ini sangat membantu ini layak di gunakan jutaan orang terima kasih 
ruang guru",5,Positif,14,bantu layak juta orang terima kasih ruang guru
Saya tidak tau sama sekali saya sudah berhenti sekolah tamat sd jak tolong bantu saya saya ingin belajar di ruang guru,1,Negatif,21,tau henti sekolah tamat sd jak tolong bantu ajar ruang guru
Kak mau nanya ruang guru ini apakah di dalamx ad pelajaran SMK jurusan otomatisasi dan tata kelola perkantoran.?,1,Negatif,18,kak nanya ruang guru dalamx ad ajar smk jurus otomatisasi tata kelola kantor
Saya sangat kecewa dengan aplikasi ini saya bertanya dengan teman saya katanya berguna tidak berguna saya sangat kecewa tolong ruang guru dibales ya,1,Negatif,23,kecewa teman guna guna kecewa tolong ruang guru dibales
Ngga ada yg buat SMK. Kurang d dlm cm ad yg sma nya aja. Kita yg sma jg pen ikutan bimbel online tp bingung sm materi yg bkn jurusannya,1,Negatif,29,ngga smk d dlm cm ad sma sma jg pen ikut bimbel online tp bingung sm materi bkn jurus
aplikasi nya di fix dong gak bisa nonton video nya coba lagi nanti mulu,1,Negatif,14,fix gak nonton video coba mulu
Kalau mau iklan jangan di semua tv dong nggangu orang mau liat tv,2,Negatif,13,iklan tv nggangu orang liat tv
Dulu pas aku lagi kls IX aku pakai ruang guru untuk belajarnya dan semua nilaiku otomatis naik banget dari 50 ke 90,2,Negatif,22,pas kls ix pakai ruang guru ajar nilai otomatis banget
Saya sudah menanyakan dari tgl 24 febuari kenapa ruang guru ga bisa di buka padahal sudah bayar semua bukti pembayaran no invoice no rekening sudah saya kirim lewat wa.dan di suruh nunggu sampai tgl 10 Maret sampai sekarang ga ada kejelasannya,1,Negatif,41,tgl febuari ruang guru ga buka bayar bukti bayar no invoice no rekening kirim wadan suruh nunggu tgl maret ga jelas
"Ruang guru bangsad, lu sewa smua channel di tv, gw muak anjink. Acara tv ruang guru mulu anjing lah, bangsad kau ruang guru.",1,Negatif,23,ruang guru bangsad lu sewa smua channel tv gw muak anjink acara tv ruang guru mulu anjing bangsad kau ruang guru
ga bisa di perbaharuin app nya .kenapa ya?,1,Negatif,8,ga perbaharuin app
"Bagus banget aplikasi nya,bener-bener ngebantu aku buat semakin naikin nilai aku. Terimakasih ruang guru sukses terus buat ruang guru!!!!❤❤❤",5,Positif,19,bagus banget nyabenerbener ngebantu naikin nilai terimakasih ruang guru sukses ruang guru
Sebelum saya memiliki ruangguru nilai saya menurun drastis Tapi semenjak saya download ruangguru nilai saya bisa naik dari pada sebelumnya Terima kasih ruangguru......,1,Negatif,23,milik nilai turun drastis semenjak download nilai terima kasih
"Kereeen suka dgn aplikasinya benar benar mendidik.. tapi saran saya tolong di tambah mata pelajaran non eksak.. seperti olahraga, kesenian, kewirausahaan dll..",5,Positif,22,kereeen suka dgn aplikasi didik saran tolong mata ajar non eksak olahraga seni kewirausahaan dll
Hebat ruang guru bagus 👍👍,5,Positif,5,hebat ruang guru bagus
bagus dan keren 👍👍👍,5,Positif,4,bagus keren
Bagus Saya Dari Rengkin 14 Jadi 5,5,Positif,7,bagus rengkin
"Mending pakai brainly dari pada ini semua nya lengkap di brainly dan ngak bayar, ini saya udah bayar paket 1tahun ehhh kagak masuk dan saya tidak dapat meminta kembali uang saya karena di indomaret udah terkirim padahal belum kalo di ruang guru apk nya ngak usah di pakai buang2 uang saja",1,Negatif,51,mending pakai brainly lengkap brainly ngak bayar udah bayar paket ehhh kagak masuk uang indomaret udah kirim kalo ruang guru apk ngak pakai buang uang
Tambahin pelajaran agama islam dong pls,4,Positif,6,tambahin ajar agama islam pls
"ketika saya mendaftar, saya sedikit kecewa karena saya bukan bidang IPA/IPS tetapi saya peserta didik jurusan teknik komputer SMK kelas 12",1,Negatif,21,daftar kecewa bidang ipaips serta didik jurus teknik komputer smk kelas
andai aku punya uang sperti kalian:)mungkin aku sudah pintar:(,5,Positif,9,andai uang sperti kalianmungkin pintar
Maaf saya emang pengguna baru tapi saya melihat komentar rating satu tapi emang bener sih emang kaya gitu tapi dari perkiraan saya warga +62 lebih memilih brainly deh maaf saya juga gak bermaksud membandingkan emang kaya gitu kejadiannya,1,Negatif,38,maaf emang guna komentar rating emang bener emang kaya gitu kira warga pilih brainly deh maaf gak banding emang kaya gitu jadi
Rasanya pengen banget belajar bimbel online tapi ga ada duit Video gratisnya hanya tertentu saja gabisa semuanya,2,Negatif,17,ken banget ajar bimbel online ga duit video gratis gabisa
"Wah aplikasi ruang guru sangat mahal dan sangat ribet bagi siswa sd dan smp 
karena tidak punya uang",5,Positif,18,ruang guru mahal ribet siswa sd smp uang
Kok saya tidak bisa masuk?,1,Negatif,5,masuk
Aplikasinya membantu buat belajar tapi sayangnya sering ngebug mohon ditindak lanjut yaa,1,Negatif,12,aplikasi bantu ajar sayang ngebug mohon tindak yaa
"Kecewa bgt sama ruang guru. malam ini mau belajar fisika tapi ketika dibuka videonya ga bisa,trus keluar,masuk lagi eh semua videonya hilang,terus disuruh berlangganan lagi,padahal baru make setengah tahun dan ngambil paket yg satu setengah tahun. trus aplikasi nya keluar mulu. giliran di chat yg bersangkutan bilang jaringanku yg kena. tapi kenapa dulu pas jaringan internet ku E bisa aja tun buka aplikasinya. tolonglah. berlangganan itu ga gratis.",1,Negatif,68,kecewa bgt ruang guru malam ajar fisika buka video ga bisatrus keluarmasuk eh video hilangterus suruh langgan lagipadahal make ngambil paket trus mulu gilir chat sangkut bilang jaring kena pas jaring internet ku e tun buka aplikasi tolong langgan ga gratis
Garagara ruang guru aku bisa lebih pintar dan di ruang guru penjelasannya mudah dan menarik banget terimakasih ruang guru,5,Positif,19,garagara ruang guru pintar ruang guru jelas mudah tarik banget terimakasih ruang guru
"UI nya udah bagus, tapi tolong banget ini aplikasinya lemot banget & sering nge-bug, harus di update lagi (UI doang bagus tapi lemoot)",2,Negatif,23,ui udah bagus tolong banget aplikasi lot banget ngebug update ui doang bagus lemoot
Maaf saya kasih dua bintang saya sangat kecewa karna gak bisa di masukkan kode nya,2,Negatif,15,maaf kasih bintang kecewa karna gak masuk kode
"Hallo ruang guru, mau tau nih kan ruang guru sudah 5th tapi di sini tercatat tahun 2016?",5,Positif,17,hallo ruang guru tau nih ruang guru th catat
"mau sig-in ataupun log-in nomorku gabisa, kemaren sempat punya akun terus dihapus gara gara mau ganti email. terus pake email baru dengan nomor yang sama katanya udah dipake, pas coba dengan email yang lama dengan nomor yang sama katanya ada kendala disistem😣😣😣",1,Negatif,42,sigin login nomor gabisa kemaren akun hapus gara gara ganti email pake email nomor udah dipake pas coba email nomor kendala sistem
